Name,Cost,Cuisine,Featured_in,Hours,Votes,Rating,Location,Type,View_menu,Book_table,Outlets,Delivery,Call
Kishi's Cafe,200,4, ,10:30am – 10:30pm (Mon-Sun),6,3.3,Sahakara Nagar,1,1,0, ,0,1
Kitchen 6,550,2, ,12noon – 11:30pm (Mon-Sun),623,3.7,Yelahanka,1,1,1, ,0,1
Kitchen Katta,300,1, ,"9am – 3:30pm, 4:30pm – 9:30pm (Mon-Sun)",183,4.1,Sanjay Nagar,1,1,1, ,0,1
Kitchen King,400,5, ,11am – 11:30pm (Mon-Sun),281,3.7,Nagawara,1,1,1, ,0,1
Kitchen of Joy,350,2, ,12:30pm – 10pm (Mon-Sun),553,4.2,Indiranagar,1,1,1,1,0,1
Kitchen On Table,1000,4, ,"12noon – 3:30pm, 7pm – 10:45pm (Mon-Sun)",749,4.3,HSR,1,1,1, ,0,1
Kitchen Online,300,1, ,"11:30am – 3pm, 6pm – 10:30pm (Mon-Sat),Closed (Sun)",5,3.3,Whitefield,1,0,0, ,0,1
Kitchen's Sea Food Restaurant,800,3, ,12noon – 11pm (Mon-Sun),9,3.4,Koramangala 8th Block,1,1,0, ,0,1
Kitchens of Hyderabad,450,3, ,11am – 11pm (Mon-Sun),13,3.5,Hebbal,1,1,1, ,0,1
Kittu's,750,1,1,"12noon – 3:30pm, 7pm – 10:30pm (Mon-Sun)",760,4.2,Electronic City,1,1,1, ,1,1
KittyKo,3000,2, ,"7:30pm – 11:30pm (Mon, Tue, Wed, Thu, Sun), 7:30pm...",149,4.1,"The Lalit Ashok Bangalore, Seshadripuram",2,1,0, ,0,1
KKR FOODIES,550,4, ,"8:30am – 10pm (Mon, Wed, Thu), 8:29am – 10pm...",31,3,St. Marks Road, ,0,1,1,0,1
KLINX - Hilton Bangalore Embassy GolfLinks,2000,2,2,3pm – 11:30pm (Mon-Sun),201,4.3,"Hilton Bangalore Embassy GolfLinks, Domlur",1,1,1, ,0,1
Knight Riders,1000,2, ,6pm – 10:30pm (Mon-Sun),27,2.5,Domlur,1,1,0, ,0,1
Knight Ryders,400,2, ,10pm – 5am (Mon-Sun),212,3.1,HSR,1,1,1, ,0,1
Knowhere,1100,3, ,11:45am – 1am (Mon-Sun),49,3.8,Banaswadi,2,1,0, ,0,1
Kobe Sizzlers,1000,4, ,"11am – 10:45pm (Mon),11am – 11pm (Tue-Sun)",1711,4,Koramangala 5th Block,1,1,1,4,0,1
Koffee & Kitchen,200,1, ,7am – 9:30pm (Mon-Sun),9,3.1,Rajarajeshwari Nagar,1,1,0, ,0,1
Koffee Garage,350,3, ,11am – 10:30pm (Mon-Sun),16,3.6,Magadi Road,1,1,0, ,0,1
Kokomo,600,3,1,8pm – 6am (Mon-Sun),179,4.1,Koramangala 6th Block,1,1,1, ,0,1
Kokoro Ko,400,4, ,11am – 10:30pm (Mon-Sun),13,3.5,Nagawara,1,1,1, ,0,0
Koli Mane,350,3, ,12noon – 11pm (Mon-Sun),29,2.9,Vijay Nagar,1,1,0, ,0,1
Kolkata Biriyani,300,2, ,11am – 10:30pm (Mon-Sun),401,3.9,Marathahalli, ,1,0, ,0,1
Kolkata Chat House,150,1, ,12noon – 11pm (Mon-Sun),18,2.9,Kaggadasapura,1,1,0, ,0,1
Kolkata Famous Kathi Rolls,150,2, ,12noon – 10pm (Mon-Sun),36,3.6,Brookefield,1,1,1, ,0,1
Kolkata Famous Kati Roll,200,3, ,1pm – 11:30pm (Mon-Sun),7,3.4,Yelahanka,1,1,1,2,0,1
Kolkata Famous Kati Roll,100,2, ,2pm – 10:30pm (Mon-Sun),7,3.4,Bellandur, ,1,0, ,0,1
Kolkata Famous Kati Rolls,100,2, ,12noon – 10:30pm (Mon-Sun),50,3.6,Hennur,1,1,1, ,0,1
Kolkata Famous Kati Rolls,100,2, ,11am – 10pm (Mon-Sun),16,3.6,Bellandur,1,1,0,1,0,1
Kolkata Famous Kati Rolls,200,2, ,10am – 10pm (Mon-Sun),75,3.8,Hebbal,1,1,1,11,0,1
Kolkata Famous Kati Rolls,100,2, ,11am – 11pm (Mon-Sun),51,3.8,Marathahalli,1,1,0,1,0,1
Kolkata Famous Katti Rolls,150,2, ,10am – 10pm (Mon-Sun),4,3.2,Yeshwantpur,1,1,0,10,0,1
Kolkata Kathi Rolls,150,1, ,12:30pm – 10:30pm (Mon-Sun),15,3.6,JP Nagar,1,1,1, ,0,1
Kolkata Refreshments,200,2, ,"11:30am – 3:30pm, 7:30pm – 10:30pm (Mon-Sun)",14,3,Sanjay Nagar,1,1,0, ,0,1
Kolkata Roll & Fast Food,250,1, ,11am – 11pm (Mon-Sun),14,3.6,HSR,1,1,0, ,0,1
Kolkata Roll House,200,2, ,1pm – 10pm (Mon-Sun),6,3.3,Marathahalli,1,1,0, ,0,1
Kolkata Rolls,200,4, ,10am – 10pm (Mon-Sun),19,3.1,KR Puram,1,1,0, ,0,1
Kolkata Rolls & Chowmein,100,1, ,12:30pm – 9:30pm (Mon-Sun),30,3.6,Banaswadi,1,1,1,1,0,1
Kolkata Rolls & Fast Food,200,3, ,11am – 10pm (Mon-Sun),106,3.7,HSR,1,1,1,1,0,1
Kolkata Rolls & Hot Dum Biriyani On Dial,250,2, ,11am – 11pm (Mon-Sun),21,3.7,Indiranagar,1,1,1, ,0,1
Kolkata Rolls Corner,150,2, ,10am – 11pm (Mon-Sun),20,3.6,Yelahanka, ,1,0, ,0,1
Kolkataz,250,3, ,"11am – 3pm, 5:30pm – 10:30pm (Mon-Sun)",76,3.9,CV Raman Nagar, ,1,0, ,0,1
Kolkatta Famous Chat,100,2, ,10am – 10pm (Mon-Sun),22,3.7,Indiranagar,1,1,1, ,0,1
Kolkatta Famous Kati Roll,200,2, ,9am – 10pm (Mon-Sun),5,3.2,Whitefield,1,1,0, ,0,1
Kolkatta Famous Kati Roll,200,2, ,1pm – 10pm (Mon-Sun),19,3.6,CV Raman Nagar, ,1,0, ,0,1
Kolkatta Famous Kati Rolls,200,2, ,1pm – 10pm (Mon-Sun),15,3.3,Old Airport Road,1,1,0, ,0,1
Kollapuri's,350,3, ,"Closed (Mon),12noon – 4pm, 7pm – 10:30pm (Tue-Sun)",193,3.9,Basavanagudi,1,1,0,1,0,1
Konark Restaurant,200,2, ,11:30am – 1am (Mon-Sun),88,3,Marathahalli,1,1,1, ,0,1
Konark Vegetarian Restaurant,500,6,1,"8am – 10:30pm (Mon, Wed, Thu, Fri, Sat, Sun), 10am...",959,4.1,Residency Road,1,1,0,2,0,1
Konaseema Grand,1000,4, ,11am – 11:30pm (Mon-Sun),378,3.2,Whitefield,1,1,1, ,0,1
Konaseema Kitchen,600,4,1,"11:45am – 11pm (Mon, Tue, Wed, Thu, Sun), 12noon...",512,3.9,Marathahalli,1,1,1, ,0,1
Kopper Kadai,1200,1,1,12noon – 11:30pm (Mon-Sun),1645,4.2,Koramangala 5th Block,1,1,1, ,0,1
Koramangala Social,1500,4,1,"12midnight – 12:30AM, 9am – 12midnight (Mon-Sun)",4113,4.5,Koramangala 7th Block,1,1,1,3,0,1
Koshe Kosha,600,1, ,11am – 11pm (Mon-Sun),506,4,Koramangala 1st Block,1,1,1, ,0,1
Koshy's,300,2, ,"9:30am – 9pm (Mon-Sat),Closed (Sun)",28,2.8,Richmond Road,1,1,0, ,0,1
Koshy's,700,4, ,9am – 11:30pm (Mon-Sun),2264,3.8,St. Marks Road,1,1,0, ,1,1
Kota Kachori,400,5,2,8am – 10pm (Mon-Sun),3418,4.2,Koramangala 6th Block,1,1,1, ,0,1
Kothanur Kitchen,350,1, ,7:30am – 10pm (Mon-Sun),138,3.6,Hennur, ,1,1, ,0,1
KOTI  Andhra Cuisine,400,1, ,"8am – 12:30pm, 6:30pm – 11pm (Mon-Sun)",15,3.6,Rajarajeshwari Nagar,1,1,0, ,0,1
Kotian Karavali Restaurant,300,2, ,"Closed (Mon),12:30pm – 4:30pm, 6pm – 11pm (Tue-Sun)",10,3.5,Banashankari,1,1,0, ,0,1
Kravingz,350,5, , ,11,3.4,Old Airport Road,1,0,0, ,0,1
Krazy Factory,600,4,1,11am – 11pm (Mon-Sun),375,4,Koramangala 5th Block,1,1,1, ,0,1
Krazzy Folds,1000,8, ,"Closed (Mon),12noon – 10:30pm (Tue-Sun)",1822,4.3,Jayanagar,1,1,1, ,0,1
Krish Punjabi Kitchen,500,1, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",17,3.6,Thippasandra,1,1,0, ,0,1
Krishna Grand,200,1,1,7am – 10:30pm (Mon-Sun),41,3,"Krishna Kuteer, HSR",2,1,1, ,0,1
Krishna Kuteera,400,3, ,9am – 11pm (Mon-Sun),328,3.8,Bannerghatta Road,1,1,1, ,0,1
Krishna Punjabi Restaurant,450,1, ,"11am – 4pm, 7pm – 11:55pm (Mon-Sun)",102,2.5,Whitefield,1,1,0,1,0,1
Krishna Sagar,200,1, ,11am – 11pm (Mon-Sun),28,3.5,Banashankari,1,1,0, ,0,1
Krishna Sagar,250,1, ,7am – 11pm (Mon-Sun),47,3.8,BTM,1,1,0, ,0,1
Krishna Vaibhava,350,2, ,7am – 10:30pm (Mon-Sun),31,3.7,BTM,1,1,1, ,0,1
Krishna Vijayashree,450,5, ,11am – 10pm (Mon-Sun),8,3.4,Bannerghatta Road, ,1,1, ,0,1
Krispy Kreme,300,2, ,10am – 11pm (Mon-Sun),255,4.1,Indiranagar,1,1,0,15,0,1
Kritunga Restaurant,600,2,1,"12noon – 4pm, 7pm – 11pm (Mon-Sun)",1887,3.8,Marathahalli,1,1,1,6,0,1
KrumbKraft,300,2, ,9am – 8pm (Mon-Sun),5,3.5,Domlur,1,0,0, ,0,1
Krutunga,500,2, ,11:30am – 11pm (Mon-Sun),269,3.7,HSR,1,1,0, ,0,1
Kshatriya's Kitchen,300,2, ,"12noon – 3:30pm, 7pm – 10:30pm (Mon-Wed),12:30pm...",49,3.7,Whitefield,1,1,1, ,0,1
Kubera Veg and Non-Veg,300,3, ,"11:30am – 4pm, 6:30pm – 11pm (Mon-Sun)",7,3.3,Vijay Nagar,1,1,1, ,0,1
Kudil Kerala Kitchen,300,1, ,7:30am – 10:30pm (Mon-Sun),42,3.8,Marathahalli, ,0,0, ,0,1
Kudla - Hotel Ramanashree,1200,3,1,"12noon – 3:30pm, 7pm – 11:30pm (Mon-Sun)",338,4.1,Hotel Ramanashree,1,1,1, ,0,1
Kudla Beach,400,4, ,"11am – 4:30pm, 6:30pm – 11pm (Mon-Sun)",114,2.9,Rajajinagar,1,1,1, ,0,1
Kulcha Kulture,400,1, ,"11:30am – 3pm, 5:30pm – 10pm (Mon-Fri),11:30am...",10,3.4,Thippasandra,1,1,1, ,0,1
Kulfi & More,100,3, ,10:30am – 10:30pm (Mon-Sun),4,3.3,JP Nagar,1,1,0,4,0,1
Kulfi Adda,150,2, ,11am – 10pm (Mon-Sun),5,3.4,"Royal Meenakshi Mall, Bannerghatta Road",1,1,0,2,0,1
Kulfi House,200,1, ,10am – 11pm (Mon-Sun),12,3.5,Electronic City,1,0,0, ,0,1
Kulfreeze,200,2, ,"2pm – 11pm (Mon-Thu),2pm – 11:45pm (Fri-Sun)",16,3.9,Jayanagar,1,1,0, ,0,1
Kullukki,400,3, ,10am – 2am (Mon-Sun),5,3.5,Koramangala 5th Block,1,1,1, ,0,1
Kumar's Hot Hot Chinese Food,150,1, ,1pm – 10pm (Mon-Sun),10,3.5,Malleshwaram,1,1,0, ,0,1
Kumarakom,300,1,1,11am – 11pm (Mon-Sun),34,3.8,Hennur,1,1,1, ,0,1
Kumarakom,600,8,1,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",1146,3.8,HSR,2,1,1, ,0,1
Kumbakonam Degree Coffee,200,2, ,10am – 9pm (Mon-Sun),66,3.8,Indiranagar,1,1,1,1,0,0
Kunal Tiffin Centre,100,1, ,6:30am – 12noon (Mon-Sun),4,3.2,RT Nagar,1,1,0, ,0,1
Kund Indian Barbeque,1100,2,1,"12:30pm – 2:30pm, 7:30pm – 10pm (Mon-Sun)",863,4,Indiranagar,1,1,1, ,0,1
Kunda Biryani,600,2, ,11:30am – 10:30pm (Mon-Sun),175,3.7,CV Raman Nagar,1,1,1, ,0,1
Kundana,400,2, ,10am – 11pm (Mon-Sun),69,3.8,Bannerghatta Road, ,1,1, ,0,1
Kundana,400,2, ,10am – 11pm (Mon-Sun),69,3.8,Bannerghatta Road,1,1,1, ,0,1
Kushi Bhavan,200,1, ,"7:30am – 9pm (Mon-Sat),7:30am – 12noon (Sun)",24,3.7,Sahakara Nagar,1,1,0, ,0,1
Kusum Restaurant,450,2, ,11:30am – 11pm (Mon-Sun),96,3,New BEL Road,1,1,1, ,0,0
Kusum Rolls,300,1, ,10am – 10:30pm (Mon-Sun),73,3.7,New BEL Road,1,1,1,1,0,1
Kuteera Cafe,400,3, ,11:30am – 11:30pm (Mon-Sun),6,3.4,KR Puram,1,1,0, ,0,1
Kuteera Park Land,750,2, ,10:30am – 12midnight (Mon-Sun),10,3.4,Nagarbhavi,1,1,0, ,0,1
Kwality Cakes N Bakes,300,3, ,11am – 10:30pm (Mon-Sun),87,3.7,HSR,2,1,1, ,0,0
Kwality Wall's Swirl's,200,2, ,10am – 11pm (Mon-Sun),17,2.9,"Soul Space Arena Mall, Marathahalli",1,1,0,2,0,1
Kwatlay Rest-O-Cafe,800,5, ,"Closed (Mon),12noon – 4pm, 7pm – 11pm (Tue-Sun)",175,4.1,Seshadripuram,1,1,0, ,1,1
Kya Khaoge,300,1,1,12noon – 12midnight (Mon-Sun),35,3.8,Old Airport Road, ,0,0, ,0,1
Kydz Adda,500,1, ,10am – 8:30pm (Mon-Sun),6,3.4,Banashankari,1,1,0, ,0,1
Kylie's,400,2,1,"12:15pm – 10:45pm (Mon, Tue, Wed, Thu, Sun)...",253,4.2,Indiranagar,1,1,1, ,0,1
L J Iyengar Bakery,100,1, ,7:30am – 10pm (Mon-Sun),47,3.8,HSR,1,1,0,1,0,1
L V Lunch Home,200,1, ,"(Mon),12:15pm – 3:45pm, 7pm – 10pm (Tue-Sun)",4,3.3,Vijay Nagar,1,0,0, ,0,1
L'inoui,400,1,1,11am – 8pm (Mon-Sun),27,4,Cunningham Road,1,1,1,2,0,1
La Boulangerie - Le Meridien,2000,3, ,8am – 9pm (Mon-Sun),18,3.7,"Le Meridien, Sankey Road",1,0,0, ,0,1
La Brasserie - Le Meridien,4100,5,2,24 Hours (Mon-Sun),286,4.1,"Le Meridien, Sankey Road",1,1,1, ,0,1
La Casa,800,5, ,11am – 11pm (Mon-Sun),554,3.5,Jayanagar,1,1,1, ,0,1
La Casa Brewery,1500,2,3,"12noon – 12midnight (Mon-Thu),12noon – 1am...",1014,4.4,Sarjapur Road,2,1,1, ,0,0
La Grande Cafe,400,1, ,11am – 9pm (Mon-Sun),42,3.8,Jayanagar,1,1,0, ,0,1
La Heaven,400,2, ,10am – 10pm (Mon-Sun),71,3.8,Malleshwaram,2,1,1,2,0,1
La Madeleine Patisserie,200,1, ,9am – 9pm (Mon-Sun),71,3.9,Indiranagar,1,1,0, ,0,1
La Pino'z Pizza,600,4,1,11am – 11pm (Mon-Sun),426,4.3,Koramangala 4th Block,1,1,1, ,1,1
La Sheesh,500,2, ,10am – 11:30pm (Mon-Sun),239,4,Sanjay Nagar,1,1,0, ,0,0
La-Pizza,450,2, ,7pm – 3am (Mon-Sun),142,3.7,,1,1,1, ,0,1
La' Meze,350,2, ,6am – 11pm (Mon-Sun),24,3.6,Nagawara, ,1,1, ,0,1
Laddoos,250,3, ,9am – 9:30pm (Mon-Sun),120,2.8,Electronic City,2,1,0,4,0,1
Lady Baga,1800,3,1,"12noon – 12midnight (Mon, Tue, Wed, Thu, Sun)...",409,4.3,Lavelle Road,1,1,1, ,1,1
Lakeview Milkbar,500,3,1,9am – 12midnight (Mon-Sun),1384,4,MG Road,2,1,0,2,0,1
Lakshmi Natraja Refreshments,150,1, ,8am – 11pm (Mon-Sun),190,4.3,Majestic,1,1,0, ,0,1
Lakshmi Sweets & Chaats,150,1, ,9am – 9:30pm (Mon-Sun),36,3.7,Banashankari, ,1,0, ,0,1
Lalchee's Rasoi,500,2, ,"11:30am – 4pm, 6pm – 11pm (Mon-Fri),11:30am –...",163,3.5,Bannerghatta Road,1,1,1, ,0,1
Lan Thai,800,1, ,11am – 9pm (Mon-Sun),54,4,New BEL Road,1,1,0, ,0,1
Lancy Sweets,500,1, ,7:30am – 10:30pm (Mon-Sun),15,3.7,Electronic City,1,1,1, ,0,1
Lashiwalla,100,2, ,9:30am – 10:30pm (Mon-Sun),14,2.9,Marathahalli,1,1,1, ,0,1
Lassi Adda,200,3,1,11am – 12midnight (Mon-Sun),24,3.8,Electronic City,1,1,1, ,0,1
Lassi Cafe,200,2, ,10am – 10pm (Mon-Sun),20,3.7,Sarjapur Road,1,0,0,1,0,1
Lassi Centre,150,1,1,10am – 10:30pm (Mon-Sun),17,3.4,Yelahanka,1,1,1,1,0,1
Lassi Corner,250,2, ,"10am – 9pm (Mon-Sat),Closed (Sun)",18,3.4,Kalyan Nagar,1,1,1,1,0,1
Lassi Corner,300,3, ,"1pm – 12midnight (Mon-Fri),11am – 12midnight...",131,3.7,Marathahalli,1,1,1,8,0,1
Lassi Garden,200,2, ,11am – 11pm (Mon-Sun),6,3.4,KR Puram,2,1,1, ,1,1
Lassi Like,200,3, ,9:30am – 11:30pm (Mon-Sun),5,3.4,Yelahanka,1,1,1, ,0,1
Lassi Magic,150,3, ,"11am – 11pm (Mon, Tue, Wed, Thu, Sat, Sun), 2:30pm...",12,3.6,BTM,1,1,1,1,0,1
Lassi Point,100,1, ,10am – 10pm (Mon-Sun),61,3.9,Ulsoor,1,1,0, ,0,1
Lassi Resto Cafe,200,2, ,11am – 12midnight (Mon-Sun),146,3.2,Electronic City,2,1,1, ,0,1
Lassi Shack,200,2, ,10:30am – 10:30pm (Mon-Sun),33,3.7,Sarjapur Road,1,1,1, ,0,1
Lassi Shop,200,5, ,11am – 11pm (Mon-Sun),43,3.2,Banashankari,1,1,1, ,0,1
Lassi time,150,1, ,11am – 11pm (Mon-Sun),30,3.6,RT Nagar, ,1,1, ,0,1
Lassi time,150,1, ,11am – 11pm (Mon-Sun),30,3.6,RT Nagar,1,1,1, ,0,1
Lassi Top,200,2,1,10am – 11:30pm (Mon-Sun),6,3.2,Koramangala 4th Block,1,1,1, ,0,1
Late Night,500,2, ,"12midnight – 4am, 8pm – 12midnight (Mon-Sun)",287,3.7,Kumaraswamy Layout,1,1,1,3,0,1
Latitude - Tulip Inn,1300,4, ,24 Hours (Mon-Sun),22,3,Seshadripuram,1,1,0, ,0,1
Latitude - Vivanta By Taj,2000,4, ,24 Hours (Mon-Sun),309,3.9,"Vivanta By Taj, Whitefield",1,1,1, ,0,1
Laughing Llama Gastropub,1300,6,1,"12noon – 11:30pm (Mon, Tue, Wed, Thu, Sun), 12noon...",311,4.3,Brigade Road,1,1,1, ,0,1
Laung Elachi,350,2,1,"11:30am – 4pm, 6:30pm – 10:30pm (Mon-Sun)",17,3.5,Kanakapura Road,1,1,1, ,0,1
Lava Kaffe,350,1, ,10am – 10pm (Mon-Sun),9,3.5,Banaswadi,1,1,0, ,0,1
Lavonne,800,2,1,8am – 11pm (Mon-Sun),985,4.5,Indiranagar,2,1,0, ,0,1
Layout 78,1000,4, ,"11am – 12midnight (Mon-Thu),12midnight – 1am...",111,3.9,Kumaraswamy Layout,2,1,1, ,0,1
Lazeez,600,3, ,11:30am – 11:30pm (Mon-Sun),892,3.1,Koramangala 5th Block,1,1,1,4,0,1
Lazer Castle,300,1, ,11am – 9pm (Mon-Sun),28,3,Indiranagar,1,1,0, ,0,0
Lazio Steaks & More,1000,3, ,"12noon – 3:30pm, 7pm – 11pm (Mon-Sun)",104,3.8,Frazer Town,1,1,1, ,0,1
Laziz,300,2, ,"11am – 10:30pm (Mon-Fri),9am – 10:30pm (Sat-Sun)",56,3.9,Marathahalli,1,1,1, ,0,1
Laziz Pizza,350,3, ,10:30am – 10pm (Mon-Sun),25,3.7,Sarjapur Road,1,1,0,1,0,1
Lazy Suzy,1000,8,3,"Closed (Mon),11am – 10:30pm (Tue-Fri),11am –...",1126,4.4,Indiranagar,2,1,1, ,0,1
Le Arabia,800,2, ,12noon – 12midnight (Mon-Sun),878,4.4,Basaveshwara Nagar,1,1,1, ,0,1
Le Casse Croûte,450,2,1,11:30am – 11:15pm (Mon-Sun),514,4.4,Thippasandra,1,1,1, ,1,1
Le Charcoal,600,5, ,12noon – 1am (Mon-Sun),292,3.9,Brookefield,1,1,1,2,0,1
Le Cirque Signature - The Leela Palace,6000,2, ,6:30pm – 11:30pm (Mon-Sun),114,4.2,"The Leela Palace, Old Airport Road",1,1,1, ,0,1
Le Gateau - The Cake Shop,600,2,2,9am – 11pm (Mon-Sun),482,4.4,Old Airport Road, ,1,1, ,1,1
Le Jardin - The Oberoi,3000,3, ,7am – 12:30AM (Mon-Sun),668,4.3,"The Oberoi, MG Road",1,1,0, ,1,1
Le Jardin By Bhagini,1000,4, ,12noon – 12midnight (Mon-Sun),79,3.7,Marathahalli,1,1,0, ,0,1
Le Rock,2000,2, ,"11:30am – 11:30pm (Mon, Tue, Wed, Thu, Sun)...",1176,4,Brigade Road,1,1,1, ,0,1
Le Roll Cafe,300,3, ,9am – 12midnight (Mon-Sun),47,3.9,Kammanahalli,1,1,0, ,0,1
Le Spice Restaurant,550,7, ,"12midnight – 1am, 7am – 12midnight (Mon-Sun)",119,3.5,Banaswadi,1,1,1, ,0,1
Le Terrace Café,700,5, ,"11am – 11:30pm (Mon-Thu),11am – 12midnight...",276,4.2,Nagarbhavi,1,1,0, ,0,1
Lemon Krust,300,1, ,10am – 7pm (Mon-Sun),22,3.7,Whitefield,1,1,0, ,0,1
Lenny's- Burgers and more,400,5, ,11:30am – 1am (Mon-Sun),19,3.6,Whitefield,1,1,1, ,0,1
Leon Grill,600,5, ,12:30pm – 11pm (Mon-Sun),1274,4.3,Jeevan Bhima Nagar,1,1,1,8,0,1
Let's PUG,700,1, ,"11am – 9pm (Mon-Fri),9am – 9pm (Sat-Sun)",25,3.8,Indiranagar,1,1,0, ,0,1
Library Bar - The Leela Palace,3000,1, ,11am – 1am (Mon-Sun),107,4,"The Leela Palace, Old Airport Road", ,1,0, ,0,1
Lifetree Café,700,3, ,10am – 11pm (Mon-Sun),10,3.5,Richmond Road,1,1,0, ,0,1
Light House Cafe,700,5, ,11am – 11pm (Mon-Sun),92,3.7,Marathahalli, ,1,1, ,0,1
Light House Cafe,700,5, ,11am – 11pm (Mon-Sun),92,3.7,Marathahalli,1,1,1, ,0,1
Lima Resto Cafe,500,4, ,9am – 11pm (Mon-Sun),8,3.4,Yelahanka,1,1,0, ,0,1
Limelight - Royal Orchid Hotel,2200,2, ,24 Hours (Mon-Sun),380,4,"Royal Orchid Hotel,  Old Airport Road",1,1,1, ,0,1
Limra Hotel,300,2, ,11am – 12midnight (Mon-Sun),23,3.3,BTM,1,1,1, ,0,1
Lincoln Gastro Co.,800,2, ,12noon – 11pm (Mon-Sun),230,4.3,New BEL Road,1,1,0, ,0,1
Lion King,250,2, ,"12noon – 10:45pm (Mon, Wed, Thu, Fri, Sat, Sun)...",44,3.8,Kaggadasapura,1,1,1, ,0,1
Lipi,4600,1, ,"8pm – 11pm (Mon, Wed, Thu, Fri, Sat, Sun), Closed...",26,3.9,Indiranagar,1,1,0, ,0,0
Liquid - Hyatt Centric MG Road,2400,3, ,"11am – 11:30pm (Mon, Tue, Wed, Thu, Sun), 11am –...",88,4,"Hyatt Centric, MG Road",1,1,1, ,0,0
Litti Twist,300,2,1,"Closed (Mon),12noon – 4pm, 6pm – 10:30pm...",444,4.1,BTM,1,1,1,1,0,0
Little Bites,200,2, ,8am – 10:30pm (Mon-Sun),6,3.6,MG Road,1,1,0, ,0,1
Little Bites,400,1, ,10:30am – 10:30pm (Mon-Sun),184,3.8,New BEL Road,1,1,0, ,0,1
Little Cafe,500,3, ,11am – 11pm (Mon-Sun),49,3.7,Basavanagudi,1,1,1, ,0,1
Little Chef,550,1, ,"12:30pm – 3:30pm, 7:15pm – 10:30pm (Mon-Sun)",96,3.9,Richmond Road,1,1,0, ,0,1
Little Green Cafe,900,5,3,9am – 10:30pm (Mon-Sun),716,4.3,Church Street,1,1,0, ,0,1
Little Italy,1400,6,2,"12noon – 3:30pm, 6:30pm – 11pm (Mon-Sun)",3215,4.3,Indiranagar,1,1,1,4,0,1
Little Kitchen,400,8, ,"11am – 4pm, 7pm – 11pm (Mon-Sun)",77,3.7,Koramangala 1st Block,1,1,1, ,0,1
Little Kolkata,500,2,1,12noon – 10pm (Mon-Sun),93,3.9,Ejipura,1,1,1, ,0,1
Little Lucknow,600,2, ,"12noon – 4pm, 7pm – 1am (Mon-Sun)",201,4.1,Koramangala 5th Block,1,1,1, ,0,1
Little Onnion,450,3, ,"12:30pm – 12midnight (Mon, Fri), 12:30pm –...",119,3.8,"ITPL Main Road, Whitefield",1,1,1, ,0,1
Little Orissa Restaurant,450,5, ,"Closed (Mon),12:30pm – 3:30pm, 7:30pm – 10:30pm...",331,3.8,Indiranagar,1,1,1, ,0,1
Little Paramount Restaurants,350,2, ,12noon – 11pm (Mon-Sun),31,3.6,Vasanth Nagar,1,1,0, ,0,1
Little Shangai,400,3, ,10am – 10pm (Mon-Sun),4,3.3,Bannerghatta Road,1,1,0, ,0,0
Little White Kitchen,200,4, ,9am – 9pm (Mon-Sun),9,3.6,Brigade Road,1,0,0, ,0,1
Lluvia Bakery,350,1, ,"7am – 6pm (Mon-Sat),7am – 3pm (Sun)",8,3.5,Sarjapur Road,1,0,0, ,0,1
LN2 Liquid Nitrogen Icecream,350,2, ,11am – 11pm (Mon-Sun),13,3.2,Malleshwaram,1,1,0, ,0,1
Lobby Cafe - Radha Regent,1200,6,1,24 Hours (Mon-Sun),165,3.7,"Radha Regent Bengaluru, Electronic City",1,1,1, ,0,1
Loca Moca,600,2, ,9am – 11pm (Mon-Sun),43,2.9,Frazer Town,1,1,0,2,0,1
LOFT38,2100,5, ,"12:30pm – 11:30pm (Mon, Wed, Thu, Sun), 12:30pm...",3396,4.3,Indiranagar,2,1,1, ,0,1
Longlive Pizza,400,2, ,11am – 11pm (Mon-Sun),57,2.9,Kaggadasapura,1,1,1, ,0,1
Lord of Combos,500,1, ,11am – 10:30pm (Mon-Sun),27,3.1,HSR, ,1,1,1,0,1
Lot Like Crepes,550,3,2,"Closed (Mon),12noon – 10:30pm (Tue),10am –...",991,4.7,Koramangala 7th Block,2,1,1, ,0,0
Lotus Royal Cuisine,750,2, ,"1pm – 4pm, 7pm – 11pm (Mon-Sun)",12,3.2,Church Street,1,1,0, ,0,1
Lounge 189,1300,3, ,11:30am – 1am (Mon-Sun),143,3.9,HSR,2,1,0, ,0,1
Lovely Knights,500,2, ,"12midnight – 5:30am, 8pm – 12midnight...",348,3.4,Bellandur,1,1,1, ,0,1
Loveshack,1600,4, ,"11:30am – 11:30pm (Mon-Tue),11:30am – 12:30AM...",1664,4,Domlur, ,1,1, ,0,1
Lucknow Central,350,1, ,11am – 11pm (Mon-Sun),17,3,Marathahalli,1,0,0, ,0,1
Lucknowi Dabba,300,3, ,11:30am – 2am (Mon-Sun),17,3.6,Koramangala 1st Block, ,1,1, ,0,1
Lucky Singh & Co,350,3, ,11:30am – 10:30pm (Mon-Sun),28,4,Whitefield,1,1,0, ,0,1
Ludo Café,550,3, ,"11am – 11pm (Mon, Tue, Wed, Thu, Sun), 11am –...",140,3.9,Kumaraswamy Layout,1,1,0, ,0,1
Lulu's Bakery & Fast Food,300,3, ,9am – 9:30pm (Mon-Sun),70,3.7,KR Puram,1,1,0, ,0,1
